generator,time,scenario,value
2,14,11,10.137635587992715
2,14,12,10.407960577980269
2,14,13,7.530608219546139
2,14,14,4.867250388411188
2,14,15,10.303343301781027
2,14,16,0.0
2,14,17,5.721698697112022
2,14,18,10.456241849986618
2,14,19,2.5984868634563707
2,15,0,2.6736139200702844
2,15,1,0.0
2,15,2,1.0541825722423326
2,15,3,9.541578531091105
2,15,4,3.833671575455824
2,15,5,9.114009024267117
2,15,6,0.0
2,15,7,0.0
2,15,8,3.059823722769512
2,15,9,4.202950480761775
2,15,10,0.0
2,15,11,0.0
2,15,12,0.0
2,15,13,2.189463410273671
2,15,14,1.2953369910087904
2,15,15,4.794605434990954
2,15,16,0.0
2,15,17,0.0
2,15,18,11.165407442996246
2,15,19,0.0
2,16,0,3.107971296052323
2,16,1,3.3681558380376764
2,16,2,0.0
2,16,3,0.0
2,16,4,0.0
2,16,5,0.0
2,16,6,5.31727920159295
2,16,7,0.0
2,16,8,0.0
2,16,9,0.0
2,16,10,0.0
2,16,11,4.8926607388379315
2,16,12,0.0
2,16,13,0.0
2,16,14,0.0
2,16,15,0.0
2,16,16,0.0
2,16,17,0.0
2,16,18,0.0
2,16,19,0.0
2,17,0,0.0
2,17,1,0.0
2,17,2,0.0
2,17,3,0.0
2,17,4,0.0
2,17,5,1.6930879388275173
2,17,6,0.0
2,17,7,0.0
2,17,8,0.0
2,17,9,0.0
2,17,10,0.0
2,17,11,0.0
2,17,12,0.0
2,17,13,0.0
2,17,14,0.0
2,17,15,0.0
2,17,16,0.0
2,17,17,0.0
2,17,18,0.0
2,17,19,0.5039030260811446
2,18,0,0.0
2,18,1,0.0
2,18,2,0.0
2,18,3,0.0
2,18,4,0.0
2,18,5,0.0
2,18,6,0.0
2,18,7,0.0
2,18,8,0.0
2,18,9,0.0
2,18,10,0.0
2,18,11,0.0
2,18,12,0.0
2,18,13,0.0
2,18,14,0.0
2,18,15,0.0
2,18,16,0.0
2,18,17,0.0
2,18,18,0.0
2,18,19,0.0
2,19,0,0.0
2,19,1,0.0
2,19,2,0.0
2,19,3,0.0
2,19,4,0.0
2,19,5,0.0
2,19,6,0.0
2,19,7,0.0
2,19,8,0.0
2,19,9,0.0
2,19,10,0.0
2,19,11,0.0
2,19,12,0.0
2,19,13,0.0
2,19,14,0.0
2,19,15,0.0
2,19,16,0.0
2,19,17,0.0
2,19,18,0.0
2,19,19,0.0
2,20,0,0.0
2,20,1,0.0
2,20,2,0.0
2,20,3,0.0
2,20,4,0.0
2,20,5,0.0
2,20,6,0.0
2,20,7,0.0
2,20,8,0.0
2,20,9,0.0
2,20,10,0.0
2,20,11,0.0
2,20,12,0.0
2,20,13,0.0
2,20,14,0.0
2,20,15,0.0
2,20,16,0.0
2,20,17,0.0
2,20,18,0.0
2,20,19,0.0
2,21,0,0.0
2,21,1,0.0
2,21,2,0.0
2,21,3,0.0
2,21,4,0.0
2,21,5,0.0
2,21,6,0.0
2,21,7,0.0
2,21,8,0.0
2,21,9,0.0
2,21,10,0.0
2,21,11,0.0
2,21,12,0.0
2,21,13,0.0
2,21,14,0.0
2,21,15,0.0
2,21,16,0.0
2,21,17,0.0
2,21,18,0.0
2,21,19,0.0
2,22,0,0.0
2,22,1,0.0
2,22,2,0.0
2,22,3,0.0
2,22,4,0.0
2,22,5,0.0
2,22,6,0.0
2,22,7,0.0
2,22,8,0.0
2,22,9,0.0
2,22,10,0.0
2,22,11,0.0
2,22,12,0.0
2,22,13,0.0
2,22,14,0.0
2,22,15,0.0
2,22,16,0.0
2,22,17,0.0
2,22,18,0.0
2,22,19,0.0
2,23,0,0.0
2,23,1,0.0
2,23,2,0.0
2,23,3,0.0
2,23,4,0.0
2,23,5,0.0
2,23,6,0.0
2,23,7,0.0
2,23,8,0.0
2,23,9,0.0
2,23,10,0.0
2,23,11,0.0
2,23,12,0.0
2,23,13,0.0
2,23,14,0.0
2,23,15,0.0
2,23,16,0.0
2,23,17,0.0
2,23,18,0.0
2,23,19,0.0
3,0,0,0.0
3,0,1,0.0
3,0,2,0.0
3,0,3,0.0
3,0,4,0.0
3,0,5,0.0
3,0,6,0.0
3,0,7,0.0
3,0,8,0.0
3,0,9,0.0
3,0,10,0.0
3,0,11,0.0
3,0,12,0.0
3,0,13,0.0
3,0,14,0.0
3,0,15,0.0
3,0,16,0.0
3,0,17,0.0
3,0,18,0.0
3,0,19,0.0
3,1,0,0.0
3,1,1,0.0
3,1,2,0.0
3,1,3,0.0
3,1,4,0.0
3,1,5,0.0
3,1,6,0.0
3,1,7,0.0
3,1,8,0.0
3,1,9,0.0
3,1,10,0.0
3,1,11,0.0
3,1,12,0.0
3,1,13,0.0
3,1,14,0.0
3,1,15,0.0
3,1,16,0.0
3,1,17,0.0
3,1,18,0.0
3,1,19,0.0
3,2,0,0.0
3,2,1,0.0
3,2,2,0.0
3,2,3,0.0
3,2,4,0.0
3,2,5,0.0
3,2,6,0.0
3,2,7,0.0
3,2,8,0.0
3,2,9,0.0
3,2,10,0.0
3,2,11,0.0
3,2,12,0.0
3,2,13,0.0
3,2,14,0.0
3,2,15,0.0
3,2,16,0.0
3,2,17,0.0
3,2,18,0.0
3,2,19,0.0
3,3,0,0.0
3,3,1,0.0
3,3,2,0.0
3,3,3,0.0
3,3,4,0.0
3,3,5,0.0
3,3,6,0.0
3,3,7,0.0
3,3,8,0.0
3,3,9,0.0
3,3,10,0.0
3,3,11,0.0
3,3,12,0.0
3,3,13,0.0
3,3,14,0.0
3,3,15,0.0
3,3,16,0.0
3,3,17,0.0
3,3,18,0.0
3,3,19,0.0
3,4,0,0.0
3,4,1,0.0
3,4,2,0.0
3,4,3,0.0
3,4,4,0.0
3,4,5,0.0
3,4,6,0.0
3,4,7,0.0
3,4,8,0.0
3,4,9,0.0
3,4,10,0.0
3,4,11,0.0
3,4,12,0.0
3,4,13,0.0
3,4,14,0.0
3,4,15,0.0
3,4,16,0.0
3,4,17,0.0
3,4,18,0.0
3,4,19,0.0
3,5,0,0.0
3,5,1,0.0
3,5,2,0.0
3,5,3,0.0
3,5,4,0.0
3,5,5,0.0
3,5,6,0.0
3,5,7,0.0
3,5,8,0.0
3,5,9,0.0
3,5,10,0.0
3,5,11,0.0
3,5,12,0.0
3,5,13,0.0
3,5,14,0.0
3,5,15,0.0
3,5,16,0.0
3,5,17,0.0
3,5,18,0.0
3,5,19,0.0
3,6,0,0.0
3,6,1,0.0
3,6,2,0.0
3,6,3,0.0
3,6,4,0.0
3,6,5,0.0
3,6,6,0.0
3,6,7,0.0
3,6,8,0.0
3,6,9,0.0
3,6,10,0.0
3,6,11,0.0
3,6,12,0.0
3,6,13,0.0
3,6,14,0.0
3,6,15,0.0
3,6,16,0.0
3,6,17,0.0
3,6,18,0.0
3,6,19,0.0
3,7,0,0.0
3,7,1,0.0
3,7,2,0.0
3,7,3,0.0
3,7,4,0.0
3,7,5,0.0
3,7,6,0.0
3,7,7,0.0
3,7,8,0.0
3,7,9,0.0
3,7,10,0.0
3,7,11,0.0
3,7,12,0.0
3,7,13,0.0
3,7,14,0.0
3,7,15,0.0
3,7,16,0.0
3,7,17,0.0
3,7,18,0.0
3,7,19,0.0
3,8,0,0.0
3,8,1,1.3282753244558814
3,8,2,0.0
3,8,3,1.277550167541846
3,8,4,0.0
3,8,5,0.0
3,8,6,0.0
3,8,7,0.0
3,8,8,0.0
3,8,9,0.0
3,8,10,0.0
3,8,11,0.7465309752455593
3,8,12,0.05635663199301533
3,8,13,2.08991804051244
3,8,14,0.0
3,8,15,0.0
3,8,16,0.0
3,8,17,0.0
3,8,18,0.8263866616281086
3,8,19,0.0
3,9,0,3.159429102892123
3,9,1,2.81203805601052
3,9,2,0.7038603222419706
3,9,3,3.5752025336757414
3,9,4,2.8681704711014557
3,9,5,8.656522131311464
3,9,6,0.32076763669478936
3,9,7,0.0
3,9,8,2.5307337202051343
3,9,9,2.4805731899938737
3,9,10,7.444709582330129
3,9,11,0.38573904492362976
3,9,12,1.560578863135162
3,9,13,7.530595595071363
3,9,14,0.0
3,9,15,7.127698480250948
3,9,16,1.9574961886088085
3,9,17,3.8212317743368995
3,9,18,3.0071350567775257
3,9,19,1.438549935534862
3,10,0,8.917580129519315
3,10,1,9.515471889646188
3,10,2,5.089258521541
3,10,3,2.561186737614517
3,10,4,10.949025233048491
3,10,5,0.0
3,10,6,4.968077932879457
3,10,7,0.0
3,10,8,0.0
3,10,9,7.02903520532059
3,10,10,0.0
3,10,11,5.178057206030362
3,10,12,2.075406209325873
3,10,13,0.0
3,10,14,10.338597279943096
3,10,15,0.10485735231509885
3,10,16,0.0
3,10,17,5.43220389800482
3,10,18,0.05002975582736369
3,10,19,4.37977163326187
3,11,0,0.0
3,11,1,16.810804966284934
3,11,2,0.0
3,11,3,1.6471364403030941
3,11,4,6.724734721274667
3,11,5,9.169254457397695
3,11,6,0.0
3,11,7,0.0
3,11,8,8.696448887395857
3,11,9,15.177415027845298
3,11,10,3.2010124657887644
3,11,11,11.345494733279754
3,11,12,0.8162327181342226
3,11,13,15.334359271338197
3,11,14,0.8337287787988383
3,11,15,11.84596591746911
3,11,16,7.398488681361943
3,11,17,4.188953219170786
3,11,18,6.292967355312477
3,11,19,7.009776977814615
3,12,0,0.0
3,12,1,0.0
3,12,2,10.444612313799183
3,12,3,4.860267470834821
3,12,4,2.266968030190327
3,12,5,4.143442517506916
3,12,6,0.0
3,12,7,0.0
3,12,8,6.8519401992349565
3,12,9,0.0
3,12,10,5.6802819011520675
3,12,11,8.920532423664417
3,12,12,6.188101519372189
3,12,13,9.296433017413236
3,12,14,5.410279229528786
3,12,15,13.76312935574346
3,12,16,6.298415584365756
3,12,17,4.419751996254236
3,12,18,18.40729158019666
3,12,19,0.0
3,13,0,9.574275886057164
3,13,1,3.5949646809139253
3,13,2,0.0
3,13,3,13.527132656474086
3,13,4,11.57439394834244
3,13,5,7.142794057011388
3,13,6,0.0
3,13,7,3.0394791893684556
3,13,8,17.138800929620697
3,13,9,18.7753858121748
3,13,10,0.0
3,13,11,0.6101806704691164
3,13,12,5.654837198862806
3,13,13,13.673908114132466
3,13,14,9.199319917764
3,13,15,8.76385470930362
3,13,16,9.464050706017279
3,13,17,12.782589063662943
3,13,18,0.10225024027976337
3,13,19,8.03150164165889
3,14,0,13.000978601707482
3,14,1,5.409825426230258
3,14,2,4.113410697094926
3,14,3,0.0
3,14,4,8.083402797593639
3,14,5,0.0
3,14,6,12.666796988959566
3,14,7,12.767294663105984
3,14,8,0.0
3,14,9,0.0
3,14,10,0.0
3,14,11,4.027234635948124
3,14,12,10.680430587739789
3,14,13,3.881882852977933
3,14,14,16.884898647437165
3,14,15,3.893492995502919
3,14,16,2.385877334218973
3,14,17,5.03877769214506
3,14,18,0.5715646362047169
3,14,19,0.0
3,15,0,2.3698703192184123
3,15,1,0.0
3,15,2,8.326400010836235
3,15,3,0.0
3,15,4,3.5119872355293644
3,15,5,7.420695068672384
3,15,6,2.7139102161761928
3,15,7,0.0
3,15,8,1.6395070215862075
3,15,9,0.0
3,15,10,0.0
3,15,11,1.935854984861768
3,15,12,0.0
3,15,13,0.0
3,15,14,0.03921578465601305
3,15,15,0.0
3,15,16,0.0
3,15,17,0.0
3,15,18,0.0
3,15,19,0.0
3,16,0,0.9658219788375928
3,16,1,0.0
3,16,2,0.0
3,16,3,7.544539559050232
3,16,4,0.5935178075250587
3,16,5,0.9242942968287711
3,16,6,5.961407064525266
3,16,7,7.285793783920743
3,16,8,0.6186038866997308
3,16,9,6.001124897905915
3,16,10,2.064363834271636
3,16,11,0.0
3,16,12,1.1708118117627322
3,16,13,1.0788335262185473
3,16,14,4.788909016786284
3,16,15,0.0
3,16,16,0.0
3,16,17,0.0
3,16,18,1.6735232257954196
3,16,19,0.0
3,17,0,0.0
3,17,1,0.0
3,17,2,0.0
3,17,3,0.0
3,17,4,0.0
3,17,5,0.0
3,17,6,0.0
3,17,7,0.0
3,17,8,1.573904415083681
3,17,9,0.0
3,17,10,0.0
3,17,11,0.0
3,17,12,0.0
3,17,13,1.248143333140625
3,17,14,0.0
3,17,15,0.0
3,17,16,0.0
3,17,17,0.0
3,17,18,0.0
3,17,19,0.0
3,18,0,0.0
3,18,1,0.0
3,18,2,0.0
3,18,3,0.0
3,18,4,0.0
3,18,5,0.0
3,18,6,0.0
3,18,7,0.0
3,18,8,0.0
3,18,9,0.0
3,18,10,0.0
3,18,11,0.0
3,18,12,0.0
3,18,13,0.0
3,18,14,0.0
3,18,15,0.0
3,18,16,0.0
3,18,17,0.0
3,18,18,0.0
3,18,19,0.0
3,19,0,0.0
3,19,1,0.0
3,19,2,0.0
3,19,3,0.0
3,19,4,0.0
3,19,5,0.0
3,19,6,0.0
3,19,7,0.0
3,19,8,0.0
3,19,9,0.0
3,19,10,0.0
3,19,11,0.0
3,19,12,0.0
3,19,13,0.0
3,19,14,0.0
3,19,15,0.0
3,19,16,0.0
3,19,17,0.0
3,19,18,0.0
3,19,19,0.0
3,20,0,0.0
3,20,1,0.0
3,20,2,0.0
3,20,3,0.0
3,20,4,0.0
3,20,5,0.0
3,20,6,0.0
3,20,7,0.0
3,20,8,0.0
3,20,9,0.0
3,20,10,0.0
3,20,11,0.0
3,20,12,0.0
3,20,13,0.0
3,20,14,0.0
3,20,15,0.0
3,20,16,0.0
3,20,17,0.0
3,20,18,0.0
3,20,19,0.0
3,21,0,0.0
3,21,1,0.0
3,21,2,0.0
3,21,3,0.0
3,21,4,0.0
3,21,5,0.0
3,21,6,0.0
3,21,7,0.0
3,21,8,0.0
3,21,9,0.0
3,21,10,0.0
3,21,11,0.0
3,21,12,0.0
3,21,13,0.0
3,21,14,0.0
3,21,15,0.0
3,21,16,0.0
3,21,17,0.0
3,21,18,0.0
3,21,19,0.0
3,22,0,0.0
3,22,1,0.0
3,22,2,0.0
3,22,3,0.0
3,22,4,0.0
3,22,5,0.0
3,22,6,0.0
3,22,7,0.0
3,22,8,0.0
3,22,9,0.0
3,22,10,0.0
3,22,11,0.0
3,22,12,0.0
3,22,13,0.0
3,22,14,0.0
3,22,15,0.0
3,22,16,0.0
3,22,17,0.0
3,22,18,0.0
3,22,19,0.0
3,23,0,0.0
3,23,1,0.0
3,23,2,0.0
3,23,3,0.0
3,23,4,0.0
3,23,5,0.0
3,23,6,0.0
3,23,7,0.0
3,23,8,0.0
3,23,9,0.0
3,23,10,0.0
3,23,11,0.0
3,23,12,0.0
3,23,13,0.0
3,23,14,0.0
3,23,15,0.0
3,23,16,0.0
3,23,17,0.0
3,23,18,0.0
3,23,19,0.0
4,0,0,0.0
4,0,1,0.0
4,0,2,0.0
4,0,3,0.0
4,0,4,0.0
4,0,5,0.0
4,0,6,0.0
4,0,7,0.0
4,0,8,0.0
4,0,9,0.0
4,0,10,0.0
4,0,11,0.0
4,0,12,0.0
4,0,13,0.0
4,0,14,0.0
4,0,15,0.0
4,0,16,0.0
4,0,17,0.0
4,0,18,0.0
4,0,19,0.0
4,1,0,0.0
4,1,1,0.0
4,1,2,0.0
4,1,3,0.0
4,1,4,0.0
4,1,5,0.0
4,1,6,0.0
4,1,7,0.0
4,1,8,0.0
4,1,9,0.0
4,1,10,0.0
4,1,11,0.0
4,1,12,0.0
4,1,13,0.0
4,1,14,0.0
4,1,15,0.0
4,1,16,0.0
4,1,17,0.0
4,1,18,0.0
4,1,19,0.0
4,2,0,0.0
4,2,1,0.0
4,2,2,0.0
4,2,3,0.0
4,2,4,0.0
4,2,5,0.0
4,2,6,0.0
4,2,7,0.0
4,2,8,0.0
4,2,9,0.0
4,2,10,0.0
4,2,11,0.0
4,2,12,0.0
4,2,13,0.0
4,2,14,0.0
4,2,15,0.0
4,2,16,0.0
4,2,17,0.0
4,2,18,0.0
4,2,19,0.0
4,3,0,0.0
4,3,1,0.0
4,3,2,0.0
4,3,3,0.0
4,3,4,0.0
4,3,5,0.0
4,3,6,0.0
4,3,7,0.0
4,3,8,0.0
4,3,9,0.0
4,3,10,0.0
4,3,11,0.0
4,3,12,0.0
4,3,13,0.0
4,3,14,0.0
4,3,15,0.0
4,3,16,0.0
4,3,17,0.0
4,3,18,0.0
4,3,19,0.0
4,4,0,0.0
4,4,1,0.0
4,4,2,0.0
4,4,3,0.0
4,4,4,0.0
4,4,5,0.0
4,4,6,0.0
4,4,7,0.0
4,4,8,0.0
4,4,9,0.0
4,4,10,0.0
4,4,11,0.0
4,4,12,0.0
4,4,13,0.0
4,4,14,0.0
4,4,15,0.0
4,4,16,0.0
4,4,17,0.0
4,4,18,0.0
4,4,19,0.0
4,5,0,0.0
4,5,1,0.0
4,5,2,0.0
4,5,3,0.0
4,5,4,0.0
4,5,5,0.0
4,5,6,0.0
4,5,7,0.0
4,5,8,0.0
4,5,9,0.0
4,5,10,0.0
4,5,11,0.0
4,5,12,0.0
4,5,13,0.0
4,5,14,0.0
4,5,15,0.0
4,5,16,0.0
4,5,17,0.0
4,5,18,0.0
4,5,19,0.0
4,6,0,0.0
4,6,1,0.0
4,6,2,0.0
4,6,3,0.0
4,6,4,0.0
4,6,5,0.0
4,6,6,0.0
4,6,7,0.0
4,6,8,0.0
4,6,9,0.0
4,6,10,0.0
4,6,11,0.0
4,6,12,0.0
4,6,13,0.0
4,6,14,0.0
4,6,15,0.0
4,6,16,0.0
4,6,17,0.0
4,6,18,0.0
4,6,19,0.0
4,7,0,0.0
4,7,1,0.0
4,7,2,0.0
4,7,3,0.0
4,7,4,0.0
4,7,5,0.0
4,7,6,0.0
4,7,7,0.0
4,7,8,0.0
4,7,9,0.0
4,7,10,0.0
4,7,11,0.0
4,7,12,0.0
4,7,13,0.0
4,7,14,0.0
4,7,15,0.0
4,7,16,0.0
4,7,17,0.0
4,7,18,0.0
4,7,19,0.0
4,8,0,0.0
4,8,1,0.0
4,8,2,1.3591409904778273
4,8,3,0.0
4,8,4,0.0
4,8,5,1.5478833271156436
4,8,6,0.0
4,8,7,0.0
4,8,8,0.0
4,8,9,0.0
4,8,10,0.0
4,8,11,0.0
4,8,12,0.0
4,8,13,0.0
4,8,14,0.0
4,8,15,0.0
4,8,16,0.0
4,8,17,0.0
4,8,18,0.0
4,8,19,0.0
4,9,0,0.0
4,9,1,0.0
4,9,2,0.0
4,9,3,0.0
4,9,4,1.7212166562578606
4,9,5,0.0
4,9,6,2.6483308936021
4,9,7,0.0
4,9,8,0.0
4,9,9,0.0
4,9,10,0.23851585979609002
4,9,11,0.0
4,9,12,2.6706087176538924
4,9,13,0.0
4,9,14,0.0
4,9,15,0.0
4,9,16,3.6495107423621103
4,9,17,0.0
4,9,18,0.9139533439760728
4,9,19,1.006375658011681
4,10,0,0.0
4,10,1,4.691352982820634
4,10,2,2.9370814318625387
4,10,3,5.074901887262836
4,10,4,0.0
4,10,5,2.5780789138769937
4,10,6,0.0
4,10,7,8.012092920005816
4,10,8,3.119867295985279
4,10,9,5.694276570689078
4,10,10,8.226254776841596
4,10,11,3.4407205572625106
4,10,12,5.75387489608692
4,10,13,4.744108386647513
4,10,14,0.0
4,10,15,3.0977711713423934
4,10,16,2.216199675158413
4,10,17,0.0
4,10,18,1.5736954244197499
4,10,19,1.6257849949388685
4,11,0,8.751120082179671
4,11,1,0.0
4,11,2,12.658719866295101
4,11,3,0.0
4,11,4,5.661579169359017
4,11,5,0.0
4,11,6,5.072929899668223
4,11,7,0.0
4,11,8,6.501034723246924
4,11,9,6.478563771987414
4,11,10,0.7474390701353997
4,11,11,3.847427528355694
4,11,12,2.654963087799146
4,11,13,0.0
4,11,14,0.0
4,11,15,0.1523269004957215
4,11,16,0.0
4,11,17,6.963656914034694
4,11,18,2.98028525404114
4,11,19,3.6192556321469596
4,12,0,9.78013832632878
4,12,1,6.614496322603272
4,12,2,4.044853745438882
4,12,3,0.0
4,12,4,8.497753309056288
4,12,5,2.636922976273123
4,12,6,9.465541503084816
4,12,7,0.0
4,12,8,0.0
4,12,9,1.233127164083224
4,12,10,5.3798485747377685
4,12,11,0.0
4,12,12,7.060976653650843
4,12,13,0.0
4,12,14,5.573878844393515
4,12,15,0.0
4,12,16,9.825125574334493
4,12,17,7.826412744721917
4,12,18,0.0
4,12,19,4.135728697596797
4,13,0,0.0
4,13,1,11.391142934264073
4,13,2,0.0
4,13,3,6.442148867793724
4,13,4,0.0
4,13,5,1.7540064852672295
4,13,6,0.0
4,13,7,0.2708798633084406
4,13,8,0.0
4,13,9,0.0
4,13,10,1.540448581488409
4,13,11,3.5940963553960525
4,13,12,0.0
4,13,13,0.0
4,13,14,0.0
4,13,15,0.0
4,13,16,3.363976006441069
4,13,17,14.546973450537163
4,13,18,14.66245942209598
4,13,19,5.895216470168521
4,14,0,0.0
4,14,1,0.9929327579015066
4,14,2,0.0
4,14,3,2.848325325499978
4,14,4,11.68857561248985
4,14,5,4.867546287552169
4,14,6,5.779205483783512
4,14,7,1.3798081710985333
4,14,8,0.0
4,14,9,1.49825272886127
4,14,10,10.147416716997
4,14,11,0.0
4,14,12,0.0
4,14,13,1.3282379343510815
4,14,14,2.2961785840556495
4,14,15,0.0
4,14,16,3.867679358831497
4,14,17,0.0
4,14,18,3.839174552242076
4,14,19,0.0
4,15,0,2.06495274559472
4,15,1,2.062914390082627
4,15,2,1.3198266986558287
4,15,3,0.0
4,15,4,0.39143453375255177
4,15,5,0.0
4,15,6,0.0
4,15,7,4.175470679254611
4,15,8,0.0
4,15,9,3.3430623392942174
4,15,10,2.516370361985227
4,15,11,0.0
4,15,12,0.0
4,15,13,7.190003290778934
4,15,14,0.0
4,15,15,0.0
4,15,16,0.0
4,15,17,0.0
4,15,18,1.2008980112527907
4,15,19,5.628867214805177
4,16,0,0.0
4,16,1,3.5857488054633246
4,16,2,5.858633092633307
4,16,3,0.0
4,16,4,4.171064061601937
4,16,5,0.0
4,16,6,3.9496689016494035
4,16,7,1.9867723972567166
4,16,8,1.0557054292925265
4,16,9,0.0
4,16,10,0.0
4,16,11,0.0
4,16,12,0.0
4,16,13,5.130270500620141
4,16,14,10.050778279104222
4,16,15,0.0
4,16,16,0.0
4,16,17,1.3899528140183453
4,16,18,4.837129656499779
4,16,19,0.0
4,17,0,0.0
4,17,1,0.0
4,17,2,0.0
4,17,3,0.0
4,17,4,0.0
4,17,5,0.0
4,17,6,0.0
4,17,7,0.0
4,17,8,0.0
4,17,9,0.0
4,17,10,3.864898215536332
4,17,11,0.0
4,17,12,1.3755548579741244
4,17,13,0.0
4,17,14,0.0
4,17,15,0.0
4,17,16,2.3603462964810453
4,17,17,0.0
4,17,18,0.0
4,17,19,0.0
4,18,0,0.0
4,18,1,0.0
4,18,2,0.0
4,18,3,0.0
4,18,4,0.0
4,18,5,0.0
4,18,6,0.0
4,18,7,0.0
4,18,8,0.0
4,18,9,0.0
4,18,10,0.0
4,18,11,0.061349287024494714
4,18,12,0.0
4,18,13,0.0
4,18,14,0.0
4,18,15,0.0
4,18,16,0.0
4,18,17,0.0
4,18,18,0.0
4,18,19,0.0
4,19,0,0.0
4,19,1,0.0
4,19,2,0.0
4,19,3,0.0
4,19,4,0.0
4,19,5,0.0
4,19,6,0.0
4,19,7,0.0
4,19,8,0.0
4,19,9,0.0
4,19,10,0.0
4,19,11,0.0
4,19,12,0.0
4,19,13,0.0
4,19,14,0.0
4,19,15,0.0
4,19,16,0.0
4,19,17,0.0
4,19,18,0.0
4,19,19,0.0
4,20,0,0.0
4,20,1,0.0
4,20,2,0.0
4,20,3,0.0
4,20,4,0.0
4,20,5,0.0
4,20,6,0.0
4,20,7,0.0
4,20,8,0.0
4,20,9,0.0
4,20,10,0.0
4,20,11,0.0
4,20,12,0.0
4,20,13,0.0
4,20,14,0.0
4,20,15,0.0
4,20,16,0.0
4,20,17,0.0
4,20,18,0.0
4,20,19,0.0
4,21,0,0.0
4,21,1,0.0
4,21,2,0.0
4,21,3,0.0
4,21,4,0.0
4,21,5,0.0
4,21,6,0.0
4,21,7,0.0
4,21,8,0.0
4,21,9,0.0
4,21,10,0.0
4,21,11,0.0
4,21,12,0.0
4,21,13,0.0
4,21,14,0.0
4,21,15,0.0
4,21,16,0.0
4,21,17,0.0
4,21,18,0.0
4,21,19,0.0
4,22,0,0.0
4,22,1,0.0
4,22,2,0.0
4,22,3,0.0
4,22,4,0.0
4,22,5,0.0
4,22,6,0.0
4,22,7,0.0
4,22,8,0.0
4,22,9,0.0
4,22,10,0.0
4,22,11,0.0
4,22,12,0.0
4,22,13,0.0
4,22,14,0.0
4,22,15,0.0
4,22,16,0.0
4,22,17,0.0
4,22,18,0.0
4,22,19,0.0
4,23,0,0.0
4,23,1,0.0
4,23,2,0.0
4,23,3,0.0
4,23,4,0.0
4,23,5,0.0
4,23,6,0.0
4,23,7,0.0
4,23,8,0.0
4,23,9,0.0
4,23,10,0.0
4,23,11,0.0
4,23,12,0.0
4,23,13,0.0
4,23,14,0.0
4,23,15,0.0
4,23,16,0.0
4,23,17,0.0
4,23,18,0.0
4,23,19,0.0
5,0,0,0.0
5,0,1,0.0
5,0,2,0.0
5,0,3,0.0
5,0,4,0.0
5,0,5,0.0
5,0,6,0.0
5,0,7,0.0
5,0,8,0.0
5,0,9,0.0
5,0,10,0.0
5,0,11,0.0
5,0,12,0.0
5,0,13,0.0
5,0,14,0.0
5,0,15,0.0
5,0,16,0.0
5,0,17,0.0
5,0,18,0.0
5,0,19,0.0
5,1,0,0.0
5,1,1,0.0
5,1,2,0.0
5,1,3,0.0
5,1,4,0.0
5,1,5,0.0
5,1,6,0.0
5,1,7,0.0
5,1,8,0.0
5,1,9,0.0
5,1,10,0.0
5,1,11,0.0
5,1,12,0.0
5,1,13,0.0
5,1,14,0.0
5,1,15,0.0
5,1,16,0.0
5,1,17,0.0
5,1,18,0.0
5,1,19,0.0
5,2,0,0.0
5,2,1,0.0
5,2,2,0.0
5,2,3,0.0
5,2,4,0.0
5,2,5,0.0
5,2,6,0.0
5,2,7,0.0
5,2,8,0.0
5,2,9,0.0
5,2,10,0.0
5,2,11,0.0
5,2,12,0.0
5,2,13,0.0
5,2,14,0.0
5,2,15,0.0
5,2,16,0.0
5,2,17,0.0
5,2,18,0.0
5,2,19,0.0
5,3,0,0.0
5,3,1,0.0
5,3,2,0.0
5,3,3,0.0
5,3,4,0.0
5,3,5,0.0
5,3,6,0.0
5,3,7,0.0
5,3,8,0.0
5,3,9,0.0
5,3,10,0.0
5,3,11,0.0
5,3,12,0.0
5,3,13,0.0
5,3,14,0.0
5,3,15,0.0
5,3,16,0.0
5,3,17,0.0
5,3,18,0.0
5,3,19,0.0
5,4,0,0.0
5,4,1,0.0
5,4,2,0.0
5,4,3,0.0
5,4,4,0.0
5,4,5,0.0
5,4,6,0.0
5,4,7,0.0
5,4,8,0.0
5,4,9,0.0
5,4,10,0.0
5,4,11,0.0
5,4,12,0.0
5,4,13,0.0
5,4,14,0.0
5,4,15,0.0
5,4,16,0.0
5,4,17,0.0
5,4,18,0.0
5,4,19,0.0
5,5,0,0.0
5,5,1,0.0
5,5,2,0.0
5,5,3,0.0
5,5,4,0.0
5,5,5,0.0
5,5,6,0.0
5,5,7,0.0
5,5,8,0.0
5,5,9,0.0
5,5,10,0.0
5,5,11,0.0
5,5,12,0.0
5,5,13,0.0
5,5,14,0.0
5,5,15,0.0
5,5,16,0.0
5,5,17,0.0
5,5,18,0.0
5,5,19,0.0
5,6,0,0.0
5,6,1,0.0
5,6,2,0.0
5,6,3,0.0
5,6,4,0.0
5,6,5,0.0
5,6,6,0.0
5,6,7,0.0
5,6,8,0.0
5,6,9,0.0
5,6,10,0.0
5,6,11,0.0
5,6,12,0.0
5,6,13,0.0
5,6,14,0.0
5,6,15,0.0
5,6,16,0.0
5,6,17,0.0
5,6,18,0.0
5,6,19,0.0
5,7,0,0.0
5,7,1,0.0
5,7,2,0.0
5,7,3,0.0
